param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,mean_test_score,std_test_score,rank_test_score
300,30,5,4,0.5,True,0.8042321027542696,0.046238178248251285,359
300,20,2,4,0.5,True,0.8042321027542696,0.046238178248251285,359
300,,2,4,0.5,True,0.8042321027542696,0.046238178248251285,359
300,20,5,4,0.5,True,0.8042321027542696,0.046238178248251285,359
500,10,5,1,log2,False,0.8042178326877535,0.04222324691776004,365
300,30,2,2,sqrt,True,0.8042022531039843,0.04383159043512622,366
300,,2,2,sqrt,True,0.8042022531039843,0.04383159043512622,366
300,20,2,2,sqrt,True,0.8042022531039843,0.04383159043512622,366
500,10,10,1,log2,False,0.8041988263298638,0.04361874806778731,369
200,,10,1,log2,True,0.8041970150349714,0.04426709284638529,370
200,30,10,1,log2,True,0.8041970150349714,0.04426709284638529,370
500,5,2,1,0.5,True,0.8041698211346293,0.045001116187734815,372
800,10,5,4,sqrt,True,0.804073296250742,0.045877848510212295,373
800,10,2,4,sqrt,True,0.804073296250742,0.045877848510212295,373
300,30,5,2,0.5,True,0.8040716807715137,0.04416182912243428,375
300,20,5,2,0.5,True,0.8040716807715137,0.04416182912243428,375
300,,5,2,0.5,True,0.8040716807715137,0.04416182912243428,375
300,10,10,2,sqrt,True,0.8040616452187322,0.04556317704218776,378
800,20,5,2,0.5,True,0.8040492598779823,0.04522453378133858,379
800,30,5,2,0.5,True,0.8040492598779823,0.04522453378133858,379
800,,5,2,0.5,True,0.8040492598779823,0.04522453378133858,379
500,5,5,2,0.5,True,0.8040245748658356,0.04414009808009265,382
800,10,10,1,log2,False,0.8040131930803639,0.04225090075944416,383
500,20,10,4,log2,True,0.8040014441405221,0.044488223865109124,384
500,30,10,4,log2,True,0.8040014441405221,0.044488223865109124,384
500,,10,4,log2,True,0.8040014441405221,0.044488223865109124,384
200,10,2,4,sqrt,True,0.8040000611923951,0.04508150913057935,387
200,10,5,4,sqrt,True,0.8040000611923951,0.04508150913057935,387
500,10,10,2,0.5,True,0.8039884835912593,0.04581887755089621,389
800,10,10,2,0.5,True,0.8039497855206555,0.04461495202725536,390
200,20,2,2,sqrt,True,0.8039284048978393,0.0446202599373741,391
200,,2,2,sqrt,True,0.8039284048978393,0.0446202599373741,391
200,30,2,2,sqrt,True,0.8039284048978393,0.0446202599373741,391
300,10,10,4,0.5,True,0.8039239256145245,0.043882110682112736,394
500,30,10,1,sqrt,True,0.8039171332586786,0.04387467433891088,395
500,,10,1,sqrt,True,0.8039171332586786,0.04387467433891088,395
500,20,10,1,sqrt,True,0.8039171332586786,0.04387467433891088,395
500,10,5,2,0.5,True,0.8038784596650329,0.04329230122827659,398
200,5,5,2,0.5,True,0.8038599183693451,0.04350767118664535,399
800,20,2,2,sqrt,False,0.8038386723697979,0.04250330405751337,400
500,10,5,4,log2,True,0.8038242921569708,0.04557636974482118,401
500,10,2,4,log2,True,0.8038242921569708,0.04557636974482118,401
300,10,2,1,sqrt,True,0.8038211958217832,0.04285347489775713,403
800,,2,2,sqrt,False,0.8038040007587858,0.04255806427661169,404
800,30,2,2,sqrt,False,0.8038040007587858,0.04255806427661169,404
200,10,2,2,0.5,True,0.8037829628133816,0.044961799471398486,406
300,20,10,4,sqrt,True,0.8037764397040735,0.044970573180492183,407
300,30,10,4,sqrt,True,0.8037764397040735,0.044970573180492183,407
300,,10,4,sqrt,True,0.8037764397040735,0.044970573180492183,407
300,30,2,2,sqrt,False,0.8037676524761503,0.041033574843288,410
300,,2,2,sqrt,False,0.8037676524761503,0.041033574843288,410
200,,2,4,log2,False,0.8037665754899981,0.041663158672385917,412
200,20,2,4,log2,False,0.8037665754899981,0.041663158672385917,412
200,,5,4,log2,False,0.8037665754899981,0.041663158672385917,412
200,30,5,4,log2,False,0.8037665754899981,0.041663158672385917,412
200,20,5,4,log2,False,0.8037665754899981,0.041663158672385917,412
200,30,2,4,log2,False,0.8037665754899981,0.041663158672385917,412
800,10,5,1,sqrt,False,0.8037591956871599,0.042457649191616764,418
300,5,5,1,0.5,True,0.803746222899418,0.043302919490511384,419
200,10,2,4,sqrt,False,0.8037294561831855,0.040003532522847274,420
200,10,5,4,sqrt,False,0.8037294561831855,0.040003532522847274,420
200,30,5,4,0.5,True,0.80371898004516,0.046463771703584095,422
200,30,2,4,0.5,True,0.80371898004516,0.046463771703584095,422
200,,2,4,0.5,True,0.80371898004516,0.046463771703584095,422
200,,5,4,0.5,True,0.80371898004516,0.046463771703584095,422
200,20,5,4,0.5,True,0.80371898004516,0.046463771703584095,422
200,20,2,4,0.5,True,0.80371898004516,0.046463771703584095,422
500,,5,1,sqrt,False,0.8037037676157608,0.04427719710429331,428
500,30,5,1,sqrt,False,0.8037037676157608,0.04427719710429331,428
300,20,2,2,sqrt,False,0.8036970609292677,0.04093137565270116,430
300,,2,1,sqrt,False,0.8036917494293808,0.044149322736191994,431
300,30,2,1,sqrt,False,0.8036917494293808,0.044149322736191994,431
800,10,2,2,sqrt,False,0.8036699771752367,0.04361753170673915,433
300,,10,1,sqrt,True,0.8036699282213207,0.04473029763517504,434
300,20,10,1,sqrt,True,0.8036699282213207,0.04473029763517504,434
300,30,10,1,sqrt,True,0.8036699282213207,0.04473029763517504,434
500,5,5,1,0.5,True,0.8036659507156451,0.04307794027187176,437
200,5,10,4,log2,True,0.8036372881978228,0.04203620485612572,438
500,10,10,2,log2,False,0.8036238625863577,0.04154985522557726,439
200,,10,2,sqrt,True,0.8036164460680826,0.04756893850504813,440
200,30,10,2,sqrt,True,0.8036164460680826,0.04756893850504813,440
200,20,10,2,sqrt,True,0.8036164460680826,0.04756893850504813,440
800,20,2,1,sqrt,False,0.8035429417631976,0.042854376930666176,443
200,10,10,4,sqrt,True,0.8035363941769317,0.04447358436056587,444
800,,5,4,sqrt,False,0.8035347175053082,0.04583383876724519,445
800,,2,4,sqrt,False,0.8035347175053082,0.04583383876724519,445
800,20,2,4,sqrt,False,0.8035347175053082,0.04583383876724519,445
800,30,2,4,sqrt,False,0.8035347175053082,0.04583383876724519,445
800,30,5,4,sqrt,False,0.8035347175053082,0.04583383876724519,445
800,20,5,4,sqrt,False,0.8035347175053082,0.04583383876724519,445
500,10,5,4,sqrt,True,0.8035116724493478,0.045051618884237615,451
500,10,2,4,sqrt,True,0.8035116724493478,0.045051618884237615,451
300,20,2,1,sqrt,False,0.803497561483059,0.04384971044481022,453
500,30,5,4,sqrt,False,0.8034804765663722,0.04786536651656374,454
500,,5,4,sqrt,False,0.8034804765663722,0.04786536651656374,454
500,20,2,4,sqrt,False,0.8034804765663722,0.04786536651656374,454
500,20,5,4,sqrt,False,0.8034804765663722,0.04786536651656374,454
500,,2,4,sqrt,False,0.8034804765663722,0.04786536651656374,454
500,30,2,4,sqrt,False,0.8034804765663722,0.04786536651656374,454
200,5,5,1,0.5,True,0.8034770865076888,0.0435291323970983,460
300,5,10,2,0.5,True,0.8034691804502536,0.0444429046757658,461
300,5,2,4,0.5,True,0.8034686909110936,0.04514031487618368,462
300,5,5,4,0.5,True,0.8034686909110936,0.04514031487618368,462
500,5,10,2,0.5,True,0.8034665247003103,0.0438952747375735,464
500,,10,2,log2,False,0.8034647011669389,0.0434841393194782,465
500,30,10,2,log2,False,0.8034647011669389,0.0434841393194782,465
200,5,2,2,0.5,True,0.8034485953285726,0.04418604807297295,467
800,30,2,1,sqrt,False,0.8034388045453712,0.04339992193769637,468
800,,2,1,sqrt,False,0.8034388045453712,0.04339992193769637,468
500,20,10,2,log2,False,0.8034296134476406,0.04364256378644024,470
800,30,2,4,sqrt,True,0.8034013547996255,0.04551258571744757,471
800,30,5,4,sqrt,True,0.8034013547996255,0.04551258571744757,471
800,20,5,4,sqrt,True,0.8034013547996255,0.04551258571744757,471
800,20,2,4,sqrt,True,0.8034013547996255,0.04551258571744757,471
800,,2,4,sqrt,True,0.8034013547996255,0.04551258571744757,471
800,,5,4,sqrt,True,0.8034013547996255,0.04551258571744757,471
300,10,10,2,0.5,True,0.8033970101395799,0.04586990700217952,477
500,20,5,1,sqrt,False,0.8033897037676156,0.04431888109200281,478
300,20,10,2,sqrt,False,0.8033640641541069,0.04516750806663073,479
500,,5,4,0.5,True,0.80335703926716,0.04624410593576644,480
500,,2,4,0.5,True,0.80335703926716,0.04624410593576644,480
500,30,5,4,0.5,True,0.80335703926716,0.04624410593576644,480
500,30,2,4,0.5,True,0.80335703926716,0.04624410593576644,480
500,20,5,4,0.5,True,0.80335703926716,0.04624410593576644,480
500,20,2,4,0.5,True,0.80335703926716,0.04624410593576644,480
800,10,10,4,log2,False,0.8033496349873639,0.04151552787373564,486
800,5,5,1,0.5,True,0.803324778636511,0.044770994071856224,487
500,5,10,1,0.5,True,0.8033187940202792,0.0423869005080296,488
800,10,2,4,log2,False,0.803317215256488,0.04317435689793027,489
800,10,5,4,log2,False,0.803317215256488,0.04317435689793027,489
300,20,10,4,log2,False,0.8033142780215273,0.04309558344213285,491
300,30,10,4,log2,False,0.8033142780215273,0.04309558344213285,491
300,,10,4,log2,False,0.8033142780215273,0.04309558344213285,491
800,,10,4,log2,True,0.8033069961265215,0.04455672863823176,494
800,30,10,4,log2,True,0.8033069961265215,0.04455672863823176,494
800,20,10,4,log2,True,0.8033069961265215,0.04455672863823176,494
500,10,10,4,sqrt,False,0.8032835472007539,0.04448513814502032,497
300,10,2,1,log2,False,0.803270745751718,0.03950025984035874,498
200,10,10,4,sqrt,False,0.8032543094744184,0.0451502058268298,499
200,20,10,2,0.5,True,0.8032528653338963,0.044839551784681145,500
200,30,10,2,0.5,True,0.8032528653338963,0.044839551784681145,500
200,,10,2,0.5,True,0.8032528653338963,0.044839551784681145,500
500,5,2,2,sqrt,True,0.8032465625172103,0.04628556906557298,503
500,10,5,2,log2,False,0.8032428297811146,0.04032280510167912,504
200,10,10,4,log2,False,0.8032421077108538,0.044547712294759484,505
300,20,5,4,log2,False,0.8032110219741891,0.04247865579756202,506
300,,5,4,log2,False,0.8032110219741891,0.04247865579756202,506
300,30,5,4,log2,False,0.8032110219741891,0.04247865579756202,506
300,20,2,4,log2,False,0.8032110219741891,0.04247865579756202,506
300,,2,4,log2,False,0.8032110219741891,0.04247865579756202,506
300,30,2,4,log2,False,0.8032110219741891,0.04247865579756202,506
300,,10,2,sqrt,False,0.8031896658283308,0.045305668760725566,512
300,30,10,2,sqrt,False,0.8031896658283308,0.045305668760725566,512
800,30,2,4,0.5,True,0.8031863614390004,0.04676541827530377,514
800,20,5,4,0.5,True,0.8031863614390004,0.04676541827530377,514
800,,5,4,0.5,True,0.8031863614390004,0.04676541827530377,514
800,,2,4,0.5,True,0.8031863614390004,0.04676541827530377,514
800,30,5,4,0.5,True,0.8031863614390004,0.04676541827530377,514
800,20,2,4,0.5,True,0.8031863614390004,0.04676541827530377,514
800,20,5,1,sqrt,False,0.8031804502536424,0.043702839691283316,520
500,10,10,4,log2,False,0.8031492054167508,0.042914268579624264,521
800,,10,4,log2,False,0.8031455583500083,0.04306407251671043,522
800,30,10,4,log2,False,0.8031455583500083,0.04306407251671043,522
800,20,10,4,log2,False,0.8031455583500083,0.04306407251671043,522
200,5,2,1,0.5,True,0.8031273474932534,0.04391284441766026,525
200,,10,4,sqrt,True,0.8031065543174293,0.0441600684538083,526
200,30,10,4,sqrt,True,0.8031065543174293,0.0441600684538083,526
200,20,10,4,sqrt,True,0.8031065543174293,0.0441600684538083,526
800,10,2,2,log2,False,0.8031014631101646,0.041199003248357804,529
300,10,10,1,sqrt,True,0.8031014141562487,0.04347544135901043,530
200,10,2,4,0.5,True,0.8030919293350223,0.04631932008856599,531
200,10,5,4,0.5,True,0.8030919293350223,0.04631932008856599,531
500,10,5,4,log2,False,0.8030669016454635,0.04294817516918673,533
500,10,2,4,log2,False,0.8030669016454635,0.04294817516918673,533
200,10,5,2,0.5,True,0.8030070310061866,0.042986069648074235,535
300,5,10,4,log2,True,0.8029821501783759,0.0433556147320011,536
500,10,2,2,sqrt,False,0.802977156878943,0.04510784826007956,537
200,10,10,2,0.5,True,0.802976410331724,0.04463083060168574,538
300,10,5,4,sqrt,False,0.8029705236233241,0.04269240130717811,539
300,10,2,4,sqrt,False,0.8029705236233241,0.04269240130717811,539
800,30,5,1,sqrt,False,0.802936500651699,0.043860093539623626,541
800,,5,1,sqrt,False,0.802936500651699,0.043860093539623626,541
300,30,2,4,sqrt,False,0.8029107753688371,0.045856057268211084,543
300,30,5,4,sqrt,False,0.8029107753688371,0.045856057268211084,543
300,20,5,4,sqrt,False,0.8029107753688371,0.045856057268211084,543
300,20,2,4,sqrt,False,0.8029107753688371,0.045856057268211084,543
300,,2,4,sqrt,False,0.8029107753688371,0.045856057268211084,543
300,,5,4,sqrt,False,0.8029107753688371,0.045856057268211084,543
800,5,10,1,0.5,True,0.8029071894944895,0.043903109083103534,549
200,10,10,2,log2,False,0.8028926501814354,0.04204615780380385,550
500,20,2,4,log2,False,0.802856069367699,0.042184157670470575,551
500,20,5,4,log2,False,0.802856069367699,0.042184157670470575,551
300,20,10,2,log2,False,0.8028301360306941,0.043762641157698796,553
500,20,10,4,log2,False,0.8028252161621353,0.043680084935914514,554
500,,10,4,log2,False,0.8028252161621353,0.043680084935914514,554
500,30,10,4,log2,False,0.8028252161621353,0.043680084935914514,554
500,30,2,4,log2,False,0.8028209816484008,0.042119854728045636,557
500,,2,4,log2,False,0.8028209816484008,0.042119854728045636,557
500,,5,4,log2,False,0.8028209816484008,0.042119854728045636,557
500,30,5,4,log2,False,0.8028209816484008,0.042119854728045636,557
300,30,10,2,log2,True,0.8028144952545297,0.04488954078615405,561
300,,10,2,log2,True,0.8028144952545297,0.04488954078615405,561
300,20,10,2,log2,True,0.8028144952545297,0.04488954078615405,561
200,20,2,2,sqrt,False,0.8028141281001597,0.04004888136345419,564
800,20,2,2,log2,False,0.8027987443320544,0.043282982254628975,565
800,20,2,4,log2,False,0.8027927352388644,0.04353011733245717,566
800,20,5,4,log2,False,0.8027927352388644,0.04353011733245717,566
200,10,2,2,sqrt,True,0.8027647091219503,0.04264640888095103,568
300,,10,2,log2,False,0.8027599605920976,0.043636406757627096,569
300,30,10,2,log2,False,0.8027599605920976,0.043636406757627096,569
800,30,5,4,log2,False,0.8027576475195662,0.04346591337100656,571
800,30,2,4,log2,False,0.8027576475195662,0.04346591337100656,571
800,,2,4,log2,False,0.8027576475195662,0.04346591337100656,571
800,,5,4,log2,False,0.8027576475195662,0.04346591337100656,571
500,20,2,4,sqrt,True,0.8027439649000421,0.045948642572603796,575
500,,5,4,sqrt,True,0.8027439649000421,0.045948642572603796,575
500,,2,4,sqrt,True,0.8027439649000421,0.045948642572603796,575
500,20,5,4,sqrt,True,0.8027439649000421,0.045948642572603796,575
500,30,2,4,sqrt,True,0.8027439649000421,0.045948642572603796,575
500,30,5,4,sqrt,True,0.8027439649000421,0.045948642572603796,575
200,20,10,1,sqrt,True,0.8027387513079874,0.04666850547791068,581
200,,10,1,sqrt,True,0.8027387513079874,0.04666850547791068,581
200,30,10,1,sqrt,True,0.8027387513079874,0.04666850547791068,581
800,5,10,2,0.5,True,0.8027385554923233,0.044778804484994265,584
200,20,5,1,log2,False,0.8027371358287592,0.04352428851276886,585
200,5,10,1,0.5,True,0.8027327789302344,0.04248677447226162,586
800,30,2,2,log2,False,0.8027293521561141,0.04329087167712927,587
800,,2,2,log2,False,0.8027293521561141,0.04329087167712927,587
500,10,2,4,0.5,True,0.8027292664867611,0.04551853126586915,589
500,10,5,4,0.5,True,0.8027292664867611,0.04551853126586915,589
500,,5,2,0.5,True,0.8027182640941385,0.044058174137691884,591
500,20,5,2,0.5,True,0.8027182640941385,0.044058174137691884,591
500,30,5,2,0.5,True,0.8027182640941385,0.044058174137691884,591
200,,10,2,sqrt,False,0.8027049853444213,0.04459653037241509,594
200,30,10,2,sqrt,False,0.8027049853444213,0.04459653037241509,594
500,20,10,4,0.5,True,0.8027019379631499,0.0457234919760049,596
500,,10,4,0.5,True,0.8027019379631499,0.0457234919760049,596
500,30,10,4,0.5,True,0.8027019379631499,0.0457234919760049,596
300,10,10,2,log2,False,0.802689075321719,0.04298887131104615,599
300,20,10,4,log2,True,0.8026777057747262,0.046682164567161025,600
300,,10,4,log2,True,0.8026777057747262,0.046682164567161025,600
300,30,10,4,log2,True,0.8026777057747262,0.046682164567161025,600
200,20,10,2,sqrt,False,0.802670105679266,0.04462313544266151,603
200,30,5,1,log2,False,0.8026692612242151,0.0438204045242099,604
200,,5,1,log2,False,0.8026692612242151,0.0438204045242099,604
500,10,2,2,log2,False,0.8026518091531585,0.04117640045392452,606
800,20,10,2,log2,False,0.8026204786469137,0.04365076838409311,607
800,5,5,1,sqrt,True,0.802615766832498,0.04564612414377,608
800,5,2,2,0.5,True,0.8025971521059363,0.04455980847435734,609
200,10,10,2,sqrt,True,0.8025903719885694,0.044852384591528245,610
500,20,5,2,sqrt,False,0.8025896132028713,0.045598999119993565,611
200,,5,1,sqrt,False,0.802588707555425,0.043800528825866165,612
200,30,5,1,sqrt,False,0.802588707555425,0.043800528825866165,612
500,20,2,1,sqrt,False,0.8025425072971931,0.044398745553461585,614
200,30,2,2,sqrt,False,0.802535090778918,0.0402217050932386,615
200,,2,2,sqrt,False,0.802535090778918,0.0402217050932386,615
300,20,2,1,log2,False,0.8025299261407792,0.04138637602555926,617
200,20,2,2,log2,False,0.8025235254162613,0.04313300430176682,618
500,,5,2,sqrt,False,0.8025194377642748,0.04541694579131518,619
500,30,5,2,sqrt,False,0.8025194377642748,0.04541694579131518,619
500,10,5,4,sqrt,False,0.8024874463801638,0.044130623771431114,621
500,10,2,4,sqrt,False,0.8024874463801638,0.044130623771431114,621
800,30,10,2,log2,False,0.8024801277697208,0.043433921976046994,623
800,,10,2,log2,False,0.8024801277697208,0.043433921976046994,623
300,,2,4,sqrt,True,0.802428456911375,0.04426369937776565,625
300,30,2,4,sqrt,True,0.802428456911375,0.04426369937776565,625
300,20,2,4,sqrt,True,0.802428456911375,0.04426369937776565,625
300,,5,4,sqrt,True,0.802428456911375,0.04426369937776565,625
300,30,5,4,sqrt,True,0.802428456911375,0.04426369937776565,625
300,20,5,4,sqrt,True,0.802428456911375,0.04426369937776565,625
500,30,2,1,sqrt,False,0.8024171607952564,0.044144863090322915,631
500,,2,1,sqrt,False,0.8024171607952564,0.044144863090322915,631
200,20,5,1,sqrt,False,0.8024120695879915,0.0431244293861859,633
300,10,5,4,0.5,True,0.8023828318616563,0.04621496793521305,634
300,10,2,4,0.5,True,0.8023828318616563,0.04621496793521305,634
300,10,10,4,sqrt,False,0.8023683659794761,0.04455865017562741,636
800,5,2,1,sqrt,True,0.8023366316034244,0.045599811738908806,637
200,5,10,2,0.5,True,0.8023162178204494,0.04327985414287216,638
200,,10,4,log2,True,0.80231388027096,0.045194094813548503,639
200,30,10,4,log2,True,0.80231388027096,0.045194094813548503,639
200,20,10,4,log2,True,0.80231388027096,0.045194094813548503,639
800,10,5,2,sqrt,False,0.8022880448417868,0.04154079460622283,642
300,10,5,4,log2,False,0.8022708130633525,0.04323104879738926,643
300,10,2,4,log2,False,0.8022708130633525,0.04323104879738926,643
800,10,10,2,log2,False,0.8022623929897991,0.04207008709087564,645
800,5,5,2,0.5,True,0.802247584430207,0.04422919828428621,646
300,10,10,1,log2,False,0.8022386381020568,0.04334119131594481,647
500,5,2,1,sqrt,True,0.8022384790018295,0.0464530234109247,648
800,,10,4,0.5,True,0.8022152503686841,0.046514028600627415,649
800,20,10,4,0.5,True,0.8022152503686841,0.046514028600627415,649
800,30,10,4,0.5,True,0.8022152503686841,0.046514028600627415,649
300,5,5,2,sqrt,True,0.8021952159785583,0.04592439199272246,652
500,10,10,4,0.5,True,0.8021841646320196,0.04583523149043502,653
300,10,5,1,log2,False,0.8021624902857072,0.04350176711314916,654
800,5,5,2,sqrt,True,0.8021593572350829,0.04532905792024469,655
300,5,10,4,0.5,True,0.8021569095392825,0.04596929111190885,656
800,5,2,1,0.5,True,0.8021443406213475,0.04486811330469915,657
200,,2,2,log2,False,0.8021377685581236,0.04295173821768924,658
200,30,2,2,log2,False,0.8021377685581236,0.04295173821768924,658
500,5,5,2,sqrt,True,0.8021291771458643,0.04641883490405129,660
200,,2,1,sqrt,False,0.8021216749582362,0.04337867071040531,661
200,30,2,1,sqrt,False,0.8021216749582362,0.04337867071040531,661
800,30,5,2,sqrt,False,0.8021053243502896,0.04615581082056589,663
800,,5,2,sqrt,False,0.8021053243502896,0.04615581082056589,663
300,5,2,2,sqrt,True,0.8020948849277012,0.04590783309438899,665
500,10,5,1,sqrt,False,0.8020824628715143,0.043015373618865434,666
200,5,5,4,log2,True,0.8020754135076092,0.04454636453466483,667
200,5,2,4,log2,True,0.8020754135076092,0.04454636453466483,667
200,20,2,1,sqrt,False,0.8020340413293436,0.04297152521684711,669
800,5,2,2,sqrt,True,0.8020240363727597,0.04557492481124319,670
200,30,2,4,sqrt,True,0.8020032676738934,0.04500063393860969,671
200,30,5,4,sqrt,True,0.8020032676738934,0.04500063393860969,671
200,,5,4,sqrt,True,0.8020032676738934,0.04500063393860969,671
200,,2,4,sqrt,True,0.8020032676738934,0.04500063393860969,671
200,20,5,4,sqrt,True,0.8020032676738934,0.04500063393860969,671
200,20,2,4,sqrt,True,0.8020032676738934,0.04500063393860969,671
500,20,2,2,log2,False,0.8019655242046518,0.043549413661200645,677
800,20,5,2,sqrt,False,0.8019651815272397,0.046040920478383325,678
200,10,5,4,log2,False,0.8019602127047651,0.044448588480056436,679
200,10,2,4,log2,False,0.8019602127047651,0.044448588480056436,679
200,30,10,4,0.5,True,0.801959992412143,0.042789442189011095,681
200,,10,4,0.5,True,0.801959992412143,0.042789442189011095,681
200,20,10,4,0.5,True,0.801959992412143,0.042789442189011095,681
500,5,2,4,0.5,True,0.801939541913731,0.045938437601102465,684
500,5,5,4,0.5,True,0.801939541913731,0.045938437601102465,684
200,10,10,1,sqrt,True,0.8019371798872836,0.04245432792216261,686
500,,10,2,sqrt,False,0.8019361273780895,0.046120927125123945,687
500,30,10,2,sqrt,False,0.8019361273780895,0.046120927125123945,687
500,20,10,2,sqrt,False,0.8019361273780895,0.04612092712512389,687
300,30,5,2,sqrt,False,0.8019286986213354,0.045412657473671236,690
300,,5,2,sqrt,False,0.8019286986213354,0.045412657473671236,690
800,5,10,4,sqrt,True,0.8019124581596998,0.044881236441971464,692
200,20,10,2,log2,True,0.8019032181080534,0.04383380470978502,693
200,30,10,2,log2,True,0.8019032181080534,0.04383380470978502,693
200,,10,2,log2,True,0.8019032181080534,0.04383380470978502,693
300,20,5,2,sqrt,False,0.8018936109020371,0.045403492417752,696
800,10,2,1,sqrt,False,0.8018878221014691,0.04368153990616034,697
500,5,10,4,0.5,True,0.8018819109161113,0.046883786065650766,698
300,30,2,1,log2,False,0.8018618948837037,0.04044726315251215,699
300,,2,1,log2,False,0.8018618948837037,0.04044726315251215,699
500,10,2,1,sqrt,False,0.801793230897264,0.04498217807546366,701
500,30,2,2,log2,False,0.801792227341986,0.04376594877997199,702
500,,2,2,log2,False,0.801792227341986,0.04376594877997199,702
200,,5,2,0.5,True,0.801785618563325,0.04497309843608378,704
200,30,5,2,0.5,True,0.801785618563325,0.04497309843608378,704
200,20,5,2,0.5,True,0.801785618563325,0.04497309843608378,704
300,5,5,1,sqrt,True,0.8017824365587846,0.04660222767622182,707
500,5,5,1,sqrt,True,0.8017807721256401,0.04613165594544087,708
300,5,10,2,log2,True,0.8017291257442525,0.04460829960868957,709
800,10,2,4,0.5,True,0.8017235939517438,0.046302191671573345,710
800,10,5,4,0.5,True,0.8017235939517438,0.046302191671573345,710
800,20,10,2,sqrt,False,0.801711330995784,0.04392890035407252,712
800,,10,2,sqrt,False,0.8016766593847716,0.04404659372178083,713
800,30,10,2,sqrt,False,0.8016766593847716,0.04404659372178083,713
500,5,10,4,log2,True,0.8016633561580967,0.04454893956296578,715
300,10,5,2,log2,False,0.801625759550603,0.04051492159027791,716
200,5,2,2,sqrt,True,0.8016169967996378,0.04742636609026135,717
800,5,10,1,sqrt,True,0.8015981128265379,0.045609030682876917,718
800,5,2,4,sqrt,True,0.8015610057582043,0.04496617297996153,719
800,5,5,4,sqrt,True,0.8015610057582043,0.04496617297996153,719
