param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,mean_test_score,std_test_score,rank_test_score
200,10,2,1,sqrt,True,0.801538854111211,0.04659268800257532,721
200,5,10,4,0.5,True,0.8015336527576353,0.04652167472953336,722
300,10,10,4,log2,False,0.8014806846205154,0.043777684170266805,723
200,10,10,4,log2,True,0.8014100808351537,0.04593157216767942,724
200,10,10,4,0.5,True,0.8014005592984903,0.041300636136729525,725
800,10,10,4,sqrt,False,0.8013990050116572,0.044439000748948985,726
200,20,2,1,log2,False,0.8013863871398061,0.043584835183066606,727
200,10,5,2,log2,False,0.80135863026943,0.04313738038279303,728
800,5,2,4,0.5,True,0.8013530862384423,0.04661598888528564,729
800,5,5,4,0.5,True,0.8013530862384423,0.04661598888528564,729
800,10,10,4,0.5,True,0.8013431363550139,0.04553131974666737,731
300,5,10,1,log2,True,0.8013103739467258,0.045463261436087976,732
200,10,2,2,sqrt,False,0.8012552395988226,0.04394515232984118,733
200,30,2,1,log2,False,0.8012466910212399,0.04352902886384281,734
200,,2,1,log2,False,0.8012466910212399,0.04352902886384281,734
300,10,10,4,log2,True,0.8012082560779346,0.047234122721720215,736
800,10,10,2,sqrt,False,0.8011811600854246,0.042311653471463866,737
300,10,5,1,sqrt,False,0.8011679914820187,0.04116370765814041,738
200,5,5,4,0.5,True,0.801109834229802,0.04672701046753231,739
200,5,2,4,0.5,True,0.801109834229802,0.04672701046753231,739
800,10,10,1,sqrt,False,0.8010679052007417,0.04192453880435525,741
800,5,5,1,log2,True,0.8010640133644189,0.043589128114190745,742
200,,5,2,sqrt,False,0.8010555565754288,0.045041727744823394,743
200,30,5,2,sqrt,False,0.8010555565754288,0.045041727744823394,743
200,20,5,2,sqrt,False,0.8010555565754288,0.045041727744823394,743
800,10,5,4,sqrt,False,0.8010471854557915,0.042990848226634425,746
800,10,2,4,sqrt,False,0.8010471854557915,0.042990848226634425,746
800,5,10,4,log2,True,0.8010471487403545,0.04496189628725495,748
800,5,10,2,log2,True,0.8010444317980161,0.045105536985920576,749
300,30,2,2,log2,False,0.8010407969697526,0.04572138612398847,750
300,,2,2,log2,False,0.8010407969697526,0.04572138612398847,750
300,20,2,2,log2,False,0.8010402707151556,0.04546945637735644,752
500,10,10,1,sqrt,False,0.8010326583812164,0.041045091090337715,753
500,5,5,4,sqrt,True,0.800969948414811,0.04451996773480035,754
500,5,2,4,sqrt,True,0.800969948414811,0.04451996773480035,754
200,10,2,1,log2,False,0.8009547115084537,0.03962801890059019,756
300,10,2,2,log2,False,0.8009082052882468,0.04156676524341676,757
500,10,5,2,sqrt,False,0.8008948163922188,0.042150761732625,758
500,20,10,4,sqrt,False,0.8008808890031146,0.04519732817941609,759
500,30,10,4,sqrt,False,0.8008808890031146,0.04519732817941609,759
500,,10,4,sqrt,False,0.8008808890031146,0.04519732817941609,759
300,5,2,1,sqrt,True,0.8008803505100387,0.046969493443245615,762
300,5,2,2,log2,True,0.8008748064790507,0.04228189938936558,763
800,5,10,4,0.5,True,0.8008676592073136,0.04706308221866155,764
500,5,10,2,log2,True,0.8008277740042468,0.045269200750683095,765
200,5,5,1,sqrt,True,0.8008061241348925,0.04800550604173691,766
800,5,10,1,log2,True,0.8006951211303459,0.04528491294832812,767
300,5,5,4,sqrt,True,0.8006921594184273,0.045827980245244815,768
300,5,2,4,sqrt,True,0.8006921594184273,0.045827980245244815,768
500,5,10,4,sqrt,True,0.8006598131184257,0.04451311837340661,770
300,5,5,1,sqrt,False,0.8006502915817622,0.04444628388205696,771
800,5,10,2,sqrt,True,0.80062150667915,0.04546105100139604,772
300,5,5,4,log2,True,0.8006033814917481,0.043612316555242,773
300,5,2,4,log2,True,0.8006033814917481,0.043612316555242,773
500,5,10,1,sqrt,True,0.8005876795231888,0.046009864151352116,775
200,10,5,1,sqrt,False,0.800542287004571,0.04005747253778335,776
200,5,10,2,log2,True,0.8005403288479307,0.0443553990136844,777
500,5,10,1,log2,True,0.8004437917255643,0.045573942989555236,778
800,20,10,4,sqrt,False,0.8004265844240879,0.044705197308639144,779
800,,10,4,sqrt,False,0.8004265844240879,0.044705197308639144,779
800,30,10,4,sqrt,False,0.8004265844240879,0.044705197308639144,779
200,10,5,1,log2,False,0.8004232555577993,0.04441595323074424,782
800,5,2,1,log2,False,0.8004036250374803,0.04405112214330844,783
500,5,10,2,sqrt,True,0.8003785116785688,0.04520131419554872,784
200,5,2,1,sqrt,True,0.8003267429123909,0.04793663212430348,785
200,5,10,1,log2,True,0.8003017641767481,0.045923768696945554,786
500,5,2,2,log2,True,0.80029365006517,0.044297575237904147,787
200,10,10,1,sqrt,False,0.8002380139396277,0.04101293449921919,788
200,5,2,2,log2,True,0.8001856944418947,0.04446852180235311,789
300,5,10,4,sqrt,True,0.8001674346312239,0.04480075766341456,790
200,5,5,2,sqrt,True,0.8001383070511997,0.04701966618601452,791
500,5,5,1,log2,True,0.8000803578531259,0.04322939569439035,792
800,5,2,1,log2,True,0.8000190063578898,0.04471958719779078,793
300,5,10,1,sqrt,True,0.7999970382880816,0.046297906885235024,794
200,20,10,4,sqrt,False,0.7999303141005635,0.04740251326374321,795
200,30,10,4,sqrt,False,0.7999303141005635,0.04740251326374321,795
200,,10,4,sqrt,False,0.7999303141005635,0.04740251326374321,795
300,10,2,2,sqrt,False,0.7998972212533426,0.04442383144492723,798
200,10,5,2,sqrt,False,0.7998801118596981,0.042139096762242,799
500,10,10,2,sqrt,False,0.7998237169484577,0.041816205816408276,800
300,10,5,2,sqrt,False,0.7997132401985081,0.042915121769727844,801
200,5,5,1,sqrt,False,0.7996448271008878,0.04506900591089226,802
300,5,2,1,sqrt,False,0.7996359909190487,0.04387524983962096,803
500,5,10,4,log2,False,0.7995641143318708,0.04391604747488937,804
800,5,5,2,log2,True,0.7995619848365244,0.04416326841803491,805
200,5,10,1,sqrt,True,0.7995553760578635,0.048157870067969136,806
500,5,5,4,log2,False,0.7995344360202913,0.0438338042139604,807
500,5,2,4,log2,False,0.7995344360202913,0.0438338042139604,807
200,5,5,2,log2,True,0.7995123210887352,0.04391640257193452,809
300,5,5,2,sqrt,False,0.7995020652433316,0.04584035926096062,810
200,5,5,1,log2,True,0.7994822021919117,0.04309961224352249,811
800,5,2,4,log2,True,0.7994672834860083,0.04467776477387903,812
800,5,5,4,log2,True,0.7994672834860083,0.04467776477387903,812
500,5,5,1,sqrt,False,0.7994326118749961,0.04559293104785742,814
800,5,10,1,log2,False,0.799390695084415,0.0432452328254914,815
200,5,5,4,sqrt,True,0.7993301268518349,0.046355815151675576,816
200,5,2,4,sqrt,True,0.7993301268518349,0.046355815151675576,816
800,5,10,4,log2,False,0.7993203483071124,0.043710521802671626,818
300,5,5,2,log2,True,0.7993003261554655,0.04309933673419897,819
800,5,2,2,log2,True,0.7992906822340119,0.04572543102949944,820
200,5,2,1,sqrt,False,0.7992886139310607,0.043963439005394525,821
300,5,10,1,sqrt,False,0.799258176833783,0.04621617563858612,822
500,5,10,1,log2,False,0.7992215103506937,0.04473935069760956,823
500,5,2,1,log2,True,0.7992178510454719,0.04513610712604138,824
300,,10,4,sqrt,False,0.7992079990698755,0.04598414109839223,825
300,20,10,4,sqrt,False,0.7992079990698755,0.04598414109839223,825
300,30,10,4,sqrt,False,0.7992079990698755,0.04598414109839223,825
800,5,5,1,sqrt,False,0.7991850763987051,0.0440979603318003,828
500,5,2,1,log2,False,0.7991822248330976,0.044332411845526276,829
500,5,5,2,log2,True,0.7991671837424045,0.043006466521221295,830
300,5,10,2,sqrt,False,0.7991541252853096,0.046407528803229306,831
200,5,10,1,sqrt,False,0.7991218524161817,0.04635328731915746,832
300,5,2,1,log2,True,0.799049951352046,0.0460979867821255,833
300,5,2,2,sqrt,False,0.7990473445560186,0.04529670471838413,834
800,5,10,2,log2,False,0.7990408704006265,0.04347666577580422,835
500,5,10,2,log2,False,0.7990399647531804,0.04362663957983859,836
800,5,2,1,sqrt,False,0.7990389734363813,0.043812733527282696,837
500,5,5,2,sqrt,False,0.7990145331938147,0.04604618840632723,838
500,5,2,4,log2,True,0.7989738035356966,0.04487287212149466,839
500,5,5,4,log2,True,0.7989738035356966,0.04487287212149466,839
300,5,10,4,log2,False,0.7989730814654354,0.045178211188044104,841
200,5,5,2,sqrt,False,0.7989482985454568,0.04633864592841644,842
300,5,5,4,log2,False,0.7989346893568068,0.04327138299218448,843
300,5,2,4,log2,False,0.7989346893568068,0.04327138299218448,843
200,5,10,2,sqrt,False,0.798909294512878,0.04675706817600228,845
300,5,5,1,log2,True,0.7988848175548744,0.0420940923683221,846
800,5,5,2,sqrt,False,0.7988732521922175,0.045254555252249994,847
800,5,5,4,log2,False,0.7988310172011822,0.04313477305962748,848
800,5,2,4,log2,False,0.7988310172011822,0.04313477305962748,848
200,10,2,1,sqrt,False,0.7988254486932364,0.045416533345421325,850
800,5,2,2,log2,False,0.798730074226375,0.04424679159187088,851
200,5,10,4,log2,False,0.7987184354328443,0.04324244050649498,852
300,10,10,1,sqrt,False,0.7986385671188784,0.04312801868824641,853
200,5,10,4,sqrt,True,0.7986238931825552,0.04468013938532654,854
300,5,10,2,sqrt,True,0.79862224098789,0.04415725009624264,855
300,5,2,1,log2,False,0.7985521634571254,0.044119790753563426,856
200,5,2,4,log2,False,0.7985509396092254,0.04202099543214135,857
200,5,5,4,log2,False,0.7985509396092254,0.04202099543214135,857
200,5,10,2,sqrt,True,0.7984594569786867,0.04545175259312842,859
800,5,5,1,log2,False,0.7984506330353265,0.04408734978683458,860
500,5,5,2,log2,False,0.7984125591271518,0.04415404893636716,861
800,5,5,2,log2,False,0.7983842760021783,0.044683818123748026,862
500,5,10,1,sqrt,False,0.7983840679480354,0.04483900792716388,863
500,5,2,1,sqrt,False,0.7983785606324846,0.04490600011713381,864
200,5,2,1,log2,True,0.7983521255178407,0.04661534542024164,865
200,5,5,2,log2,False,0.7983416983337313,0.043341191001269486,866
300,10,10,2,sqrt,False,0.7983056927285077,0.04322420099597941,867
500,5,2,2,log2,False,0.7982690507223763,0.044786489267084374,868
800,5,10,2,sqrt,False,0.7982433621549514,0.044625340293468985,869
300,5,2,4,sqrt,False,0.7981007961130591,0.04573718455779396,870
300,5,5,4,sqrt,False,0.7981007961130591,0.04573718455779396,870
300,10,2,1,sqrt,False,0.7980863057539209,0.04475903156391806,872
800,5,2,2,sqrt,False,0.7980308776825218,0.044784575330458494,873
200,10,2,2,log2,False,0.7980075389030652,0.04281027474573351,874
500,5,2,2,sqrt,False,0.7980030473812715,0.04641346628624521,875
500,5,5,1,log2,False,0.7980021662107833,0.04505690585172989,876
200,5,10,4,sqrt,False,0.7979273279116871,0.04672276720287938,877
200,5,2,2,sqrt,False,0.7978941004411972,0.04474996422724746,878
800,5,10,1,sqrt,False,0.7977884701289323,0.044300727879772905,879
800,5,10,4,sqrt,False,0.7977846394850048,0.04503249547556332,880
200,5,10,2,log2,False,0.7975334691804503,0.04393428632036234,881
300,5,5,1,log2,False,0.7975130186820383,0.044633916801367156,882
300,5,10,4,sqrt,False,0.7974693640274386,0.046357160414369894,883
200,5,2,2,log2,False,0.7974633794112067,0.043585028530893494,884
800,5,2,4,sqrt,False,0.7974335542378792,0.044692926123768406,885
800,5,5,4,sqrt,False,0.7974335542378792,0.044692926123768406,885
300,5,10,2,log2,False,0.7973603191795323,0.04442041532511168,887
500,5,10,2,sqrt,False,0.797230444440365,0.045626498674217794,888
200,5,5,1,log2,False,0.7971933006565946,0.044010845216272375,889
200,5,2,4,sqrt,False,0.7971282164252628,0.04589916671204188,890
200,5,5,4,sqrt,False,0.7971282164252628,0.04589916671204188,890
200,5,2,1,log2,False,0.797091231741719,0.04390915643863133,892
500,5,10,4,sqrt,False,0.7969160623917659,0.0461405475359297,893
500,5,2,4,sqrt,False,0.7969143979586217,0.04511844665293846,894
500,5,5,4,sqrt,False,0.7969143979586217,0.04511844665293846,894
300,5,5,2,log2,False,0.79688327550652,0.04479416065708566,896
300,5,10,1,log2,False,0.7968780129605493,0.045344582795748684,897
200,10,10,2,sqrt,False,0.7968616990680398,0.04203196525519675,898
300,5,2,2,log2,False,0.7968435126882432,0.044383490770563215,899
200,5,10,1,log2,False,0.7965567406482723,0.04431517563187537,900
200,30,2,2,0.5,False,0.7899260734675895,0.04440443187364472,901
200,,2,2,0.5,False,0.7899260734675895,0.04440443187364472,901
200,20,2,2,0.5,False,0.7899260734675895,0.04440443187364472,901
300,30,2,2,0.5,False,0.788793206420306,0.043937504646639834,904
300,,2,2,0.5,False,0.788793206420306,0.043937504646639834,904
300,20,2,2,0.5,False,0.788793206420306,0.043937504646639834,904
500,20,2,2,0.5,False,0.7887559953249009,0.044690660121957416,907
500,30,2,2,0.5,False,0.7886513563294353,0.04478607933755714,908
500,,2,2,0.5,False,0.7886513563294353,0.04478607933755714,908
500,20,5,1,0.5,False,0.7879812139347322,0.043221651080871795,910
500,30,5,1,0.5,False,0.7879806876801351,0.04315988933463427,911
500,,5,1,0.5,False,0.7879806876801351,0.04315988933463427,911
800,,2,2,0.5,False,0.7877407522993043,0.043824349594188995,913
800,30,2,2,0.5,False,0.7877407522993043,0.043824349594188995,913
300,30,5,1,0.5,False,0.7877208464132077,0.04165032246930997,915
300,,5,1,0.5,False,0.7877208464132077,0.04165032246930997,915
800,20,2,2,0.5,False,0.7876709929689938,0.0438875165182613,917
300,20,5,1,0.5,False,0.787475440432263,0.04150481853718654,918
500,5,10,2,0.5,False,0.7874669408085962,0.04650981715269542,919
800,5,10,2,0.5,False,0.7873956639068898,0.04610202659815572,920
800,20,5,1,0.5,False,0.7872521555021141,0.04382914768602145,921
800,30,5,1,0.5,False,0.7871825552720308,0.04380696739202078,922
800,,5,1,0.5,False,0.7871825552720308,0.04380696739202078,922
500,10,2,2,0.5,False,0.7869553601478406,0.04120753869631384,924
800,,10,1,0.5,False,0.786951003249316,0.041142119029985276,925
800,30,10,1,0.5,False,0.786951003249316,0.041142119029985276,925
300,5,10,2,0.5,False,0.7869447493865461,0.04625964977723202,927
800,30,2,1,0.5,False,0.7869207558484632,0.043807815009457976,928
800,,2,1,0.5,False,0.7869207558484632,0.043807815009457976,928
500,5,10,1,0.5,False,0.7869103959759881,0.04642380935749319,930
800,20,10,1,0.5,False,0.7868814030192327,0.041053884477001444,931
500,5,5,2,0.5,False,0.7867795666354586,0.04642475472154633,932
800,5,10,1,0.5,False,0.7867724438406795,0.04647452058869243,933
800,5,2,2,0.5,False,0.7867075676634908,0.04620775205899087,934
200,10,5,2,0.5,False,0.7866792355846016,0.04528368948319828,935
800,20,2,1,0.5,False,0.7866403661752918,0.04352996951821644,936
200,5,10,2,0.5,False,0.7866334759116137,0.045472587072526396,937
300,5,10,1,0.5,False,0.786618893763883,0.04699580787436215,938
500,30,2,1,0.5,False,0.78659207925639,0.04383873286914831,939
500,,2,1,0.5,False,0.78659207925639,0.04383873286914831,939
800,5,5,2,0.5,False,0.786528359615467,0.04578647138199794,941
500,20,2,1,0.5,False,0.7864884376969631,0.04388845318544788,942
800,10,2,2,0.5,False,0.7864428004087651,0.04205513142280569,943
200,5,10,1,0.5,False,0.7864317368237475,0.046589401316199174,944
800,,10,2,0.5,False,0.7863295944779982,0.04335263896246101,945
800,30,10,2,0.5,False,0.7863295944779982,0.04335263896246101,945
800,20,10,2,0.5,False,0.7863295944779982,0.043352638962460895,945
800,10,5,2,0.5,False,0.7863059497365666,0.04288319992374256,948
300,10,2,2,0.5,False,0.7862299732589234,0.04045416562313785,949
800,5,5,1,0.5,False,0.7862190932510907,0.04661149815192093,950
500,5,5,1,0.5,False,0.7862177347799216,0.046835200511514755,951
800,,5,2,0.5,False,0.7860705425929665,0.04413615631396995,952
800,30,5,2,0.5,False,0.7860705425929665,0.04413615631396995,952
800,20,5,2,0.5,False,0.7860705425929665,0.04413615631396999,952
300,,5,2,0.5,False,0.7860456495266768,0.0442652806218165,955
300,20,5,2,0.5,False,0.7860456495266768,0.0442652806218165,955
300,30,5,2,0.5,False,0.7860456495266768,0.0442652806218165,955
300,5,5,2,0.5,False,0.7859781298380236,0.04588259022008202,958
300,,10,2,0.5,False,0.7859185773992008,0.04275405539880545,959
300,30,10,2,0.5,False,0.7859185773992008,0.04275405539880545,959
500,5,2,2,0.5,False,0.7859009539894382,0.04645111012981048,961
200,5,10,4,0.5,False,0.7858934089671334,0.04657175483629706,962
300,20,10,2,0.5,False,0.7858834896799025,0.04269240696459633,963
800,5,2,1,0.5,False,0.7858363592972666,0.04728608931472042,964
800,10,5,1,0.5,False,0.7857094707469756,0.041696140557557645,965
500,20,10,1,0.5,False,0.7857022255674064,0.041450019016139227,966
500,30,10,2,0.5,False,0.7857010017195063,0.04248523991798704,967
500,,10,2,0.5,False,0.7857010017195063,0.04248523991798704,967
300,10,5,2,0.5,False,0.7856963388590067,0.04516167856617913,969
200,30,5,2,0.5,False,0.7856676273872684,0.045254988677299546,970
200,20,5,2,0.5,False,0.7856676273872684,0.045254988677299546,970
200,,5,2,0.5,False,0.7856676273872684,0.045254988677299546,970
500,10,5,1,0.5,False,0.7856306427037248,0.04018009618561471,973
500,10,2,1,0.5,False,0.7855962403392507,0.04103110740938093,974
500,20,10,2,0.5,False,0.7855957385616116,0.042294728054726,975
300,5,2,2,0.5,False,0.7855894479834047,0.04581259587504333,976
200,10,2,2,0.5,False,0.785579106468648,0.042083929659739526,977
500,30,10,1,0.5,False,0.7855267869709153,0.04135151612653806,978
500,,10,1,0.5,False,0.7855267869709153,0.04135151612653806,978
300,5,5,1,0.5,False,0.7854675221363487,0.046056475115468405,980
200,20,5,1,0.5,False,0.7854618251243735,0.03966106635910099,981
200,,5,1,0.5,False,0.7853571861289079,0.039783654281477336,982
200,30,5,1,0.5,False,0.7853571861289079,0.039783654281477336,982
300,10,5,1,0.5,False,0.7853550443950826,0.041296437164680413,984
500,5,10,4,0.5,False,0.7853478236924716,0.047067550363499765,985
800,5,2,4,0.5,False,0.7853406029898604,0.04649410691871799,986
800,5,5,4,0.5,False,0.7853406029898604,0.04649410691871799,986
500,30,5,2,0.5,False,0.7853122097185762,0.045158825727548896,988
500,,5,2,0.5,False,0.7853122097185762,0.045158825727548896,988
500,20,5,2,0.5,False,0.7853122097185762,0.045158825727548896,988
500,10,5,2,0.5,False,0.7852719084072233,0.044100398465346136,991
300,5,10,4,0.5,False,0.7852573752134084,0.04656641304052788,992
800,5,10,4,0.5,False,0.7851357798052858,0.047222979221709184,993
800,10,10,1,0.5,False,0.7850679663931366,0.04051763097379339,994
500,5,2,4,0.5,False,0.7848168083270611,0.045928543507665676,995
500,5,5,4,0.5,False,0.7848168083270611,0.045928543507665676,995
500,5,2,1,0.5,False,0.7847522381118475,0.0473538959216677,997
200,10,2,1,0.5,False,0.7846781585984494,0.038731266170846476,998
200,10,5,1,0.5,False,0.7845300974794853,0.04380104573468367,999
300,5,2,1,0.5,False,0.7844571255484368,0.04773071899942664,1000
200,5,5,1,0.5,False,0.7842747599728306,0.04518244963431716,1001
300,30,2,1,0.5,False,0.7842714311065421,0.04697605808843809,1002
300,,2,1,0.5,False,0.7842714311065421,0.04697605808843809,1002
200,5,2,4,0.5,False,0.7842470275794124,0.04486580285654971,1004
200,5,5,4,0.5,False,0.7842470275794124,0.04486580285654971,1004
300,20,2,1,0.5,False,0.7842361108561429,0.04672544711146302,1006
800,10,10,2,0.5,False,0.784100759397622,0.04307762310624572,1007
200,5,5,2,0.5,False,0.7840742202559066,0.045206533670776684,1008
200,20,2,1,0.5,False,0.7840626977279264,0.04571892588699209,1009
200,5,2,2,0.5,False,0.7839274319387586,0.0455314105826415,1010
800,10,2,1,0.5,False,0.7839180756215617,0.04097076791294144,1011
200,30,2,1,0.5,False,0.7837993562560046,0.04553138790785137,1012
200,,2,1,0.5,False,0.7837993562560046,0.04553138790785137,1012
200,10,10,2,0.5,False,0.7836937810168954,0.04349270143145164,1014
300,10,10,2,0.5,False,0.7836820198385744,0.04251853715889769,1015
300,10,2,1,0.5,False,0.7836675539563943,0.04056512350208454,1016
500,10,10,2,0.5,False,0.7836399072323291,0.04172581945459559,1017
300,5,2,4,0.5,False,0.7835769953310203,0.04538652850059094,1018
300,5,5,4,0.5,False,0.7835769953310203,0.04538652850059094,1018
500,10,10,1,0.5,False,0.7834934126386772,0.03952956081800846,1020
200,,10,2,0.5,False,0.7832767426064289,0.04398286693106867,1021
200,30,10,2,0.5,False,0.7832767426064289,0.04398286693106867,1021
200,20,10,2,0.5,False,0.7832416548871307,0.04392209414715441,1023
300,,10,1,0.5,False,0.7830265024262785,0.04187413221115922,1024
300,30,10,1,0.5,False,0.7830265024262785,0.04187413221115922,1024
300,20,10,1,0.5,False,0.7829914147069802,0.041812881707044613,1026
800,20,5,4,0.5,False,0.7829625930889309,0.04717941819388553,1027
800,,2,4,0.5,False,0.7829625930889309,0.04717941819388553,1027
800,30,5,4,0.5,False,0.7829625930889309,0.04717941819388553,1027
800,20,2,4,0.5,False,0.7829625930889309,0.04717941819388553,1027
800,30,2,4,0.5,False,0.7829625930889309,0.04717941819388553,1027
800,,5,4,0.5,False,0.7829625930889309,0.04717941819388553,1027
500,,5,4,0.5,False,0.7829582729058432,0.045354944490887755,1033
500,20,5,4,0.5,False,0.7829582729058432,0.045354944490887755,1033
500,20,2,4,0.5,False,0.7829582729058432,0.045354944490887755,1033
500,30,5,4,0.5,False,0.7829582729058432,0.045354944490887755,1033
500,,2,4,0.5,False,0.7829582729058432,0.045354944490887755,1033
500,30,2,4,0.5,False,0.7829582729058432,0.045354944490887755,1033
500,10,2,4,0.5,False,0.7829209333064087,0.04589131889871897,1039
500,10,5,4,0.5,False,0.7829209333064087,0.04589131889871897,1039
500,10,10,4,0.5,False,0.7829076056027755,0.04264327651504528,1041
500,20,10,4,0.5,False,0.78274301029868,0.043276126234055565,1042
500,30,10,4,0.5,False,0.78274301029868,0.043276126234055565,1042
500,,10,4,0.5,False,0.78274301029868,0.043276126234055565,1042
800,10,10,4,0.5,False,0.782709574774047,0.044646256479941485,1045
800,20,10,4,0.5,False,0.7825701173058212,0.044409699127870024,1046
800,30,10,4,0.5,False,0.7825701173058212,0.044409699127870024,1046
800,,10,4,0.5,False,0.7825701173058212,0.044409699127870024,1046
300,10,10,1,0.5,False,0.7825523592727894,0.04021897708810209,1049
200,30,10,1,0.5,False,0.7821858535421218,0.04230271264728877,1050
200,,10,1,0.5,False,0.7821858535421218,0.04230271264728877,1050
300,30,10,4,0.5,False,0.7821473880026191,0.04374815296553676,1052
300,,10,4,0.5,False,0.7821473880026191,0.04374815296553676,1052
300,20,10,4,0.5,False,0.7821473880026191,0.04374815296553676,1052
200,20,10,1,0.5,False,0.7821156781035252,0.04217891801920509,1055
200,5,2,1,0.5,False,0.7820675196886531,0.04714770227814592,1056
300,10,10,4,0.5,False,0.7818873937547042,0.04129860686494684,1057
300,10,5,4,0.5,False,0.7817416824237085,0.04627413285324596,1058
300,10,2,4,0.5,False,0.7817416824237085,0.04627413285324596,1058
800,10,2,4,0.5,False,0.7817351103604844,0.04547907334427335,1060
800,10,5,4,0.5,False,0.7817351103604844,0.04547907334427335,1060
300,30,2,4,0.5,False,0.7814980632606979,0.04614329374784488,1062
300,,2,4,0.5,False,0.7814980632606979,0.04614329374784488,1062
300,,5,4,0.5,False,0.7814980632606979,0.04614329374784488,1062
300,20,2,4,0.5,False,0.7814980632606979,0.04614329374784488,1062
300,30,5,4,0.5,False,0.7814980632606979,0.04614329374784488,1062
300,20,5,4,0.5,False,0.7814980632606979,0.04614329374784488,1062
200,10,5,4,0.5,False,0.7812603430445664,0.04575913381794197,1068
200,10,2,4,0.5,False,0.7812603430445664,0.04575913381794197,1068
200,10,10,1,0.5,False,0.7808745739479497,0.04100630071915847,1070
200,10,10,4,0.5,False,0.7808088777926678,0.040903768762883014,1071
200,20,5,4,0.5,False,0.7797651068725179,0.04656220539019747,1072
200,,5,4,0.5,False,0.7797651068725179,0.04656220539019747,1072
200,20,2,4,0.5,False,0.7797651068725179,0.04656220539019747,1072
200,30,5,4,0.5,False,0.7797651068725179,0.04656220539019747,1072
200,30,2,4,0.5,False,0.7797651068725179,0.04656220539019747,1072
200,,2,4,0.5,False,0.7797651068725179,0.04656220539019747,1072
200,,10,4,0.5,False,0.7795039989230138,0.04312381263594234,1078
200,20,10,4,0.5,False,0.7795039989230138,0.04312381263594234,1078
200,30,10,4,0.5,False,0.7795039989230138,0.04312381263594234,1078
